#Firmware: Speeduino 2021.09-dev

0.0,1.0,0.0,0.0,18308.168,18308.168,NaN,18308.168
1.0,1.0,0.0,0.0,18308.412,18308.412,0.244,18308.412
0.0,1.0,0.0,0.0,18310.191,18310.191,1.78,18310.191
1.0,1.0,0.0,0.0,18311.771,18311.771,1.58,18311.771
0.0,1.0,0.0,0.0,18313.504,18313.504,1.732,18313.504
1.0,1.0,0.0,0.0,18316.648,18316.648,3.144,18316.648
0.0,1.0,0.0,0.0,18355.068,18355.068,38.42,18355.068
1.0,1.0,0.0,0.0,18356.324,18356.324,1.256,18356.324
0.0,1.0,0.0,0.0,18356.508,18356.508,0.184,18356.508
1.0,1.0,0.0,0.0,18362.797,18362.797,6.288,18362.797
1.0,0.0,1.0,0.0,18367.068,18367.068,4.272,18367.068
0.0,0.0,0.0,0.0,18368.896,18368.896,1.828,18368.896
1.0,0.0,0.0,0.0,18374.271,18374.271,5.376,18374.271
0.0,0.0,0.0,0.0,18380.86,18380.86,6.588,18380.86
1.0,0.0,0.0,0.0,18385.191,18385.191,4.332,18385.191
0.0,0.0,0.0,0.0,18391.717,18391.717,6.524,18391.717
1.0,0.0,0.0,0.0,18395.924,18395.924,4.208,18395.924
0.0,0.0,0.0,0.0,18401.34,18401.34,5.416,18401.34
1.0,0.0,0.0,0.0,18405.557,18405.557,4.216,18405.557
0.0,0.0,0.0,0.0,18411.268,18411.268,5.712,18411.268
1.0,0.0,0.0,0.0,18415.297,18415.297,4.028,18415.297
0.0,0.0,0.0,0.0,18420.885,18420.885,5.588,18420.885
1.0,0.0,0.0,0.0,18424.863,18424.863,3.98,18424.863
0.0,0.0,0.0,0.0,18430.396,18430.396,5.532,18430.396
1.0,0.0,0.0,0.0,18434.213,18434.213,3.816,18434.213
0.0,0.0,0.0,0.0,18439.78,18439.78,5.568,18439.78
1.0,0.0,0.0,0.0,18443.604,18443.604,3.824,18443.604
0.0,0.0,0.0,0.0,18448.797,18448.797,5.192,18448.797
1.0,0.0,0.0,0.0,18452.596,18452.596,3.8,18452.596
0.0,0.0,0.0,0.0,18457.86,18457.86,5.264,18457.86
1.0,0.0,0.0,0.0,18461.664,18461.664,3.804,18461.664
0.0,0.0,0.0,0.0,18466.637,18466.637,4.972,18466.637
1.0,0.0,0.0,0.0,18470.275,18470.275,3.64,18470.275
0.0,0.0,0.0,0.0,18475.145,18475.145,4.868,18475.145
1.0,0.0,0.0,0.0,18478.637,18478.637,3.492,18478.637
0.0,0.0,0.0,0.0,18483.416,18483.416,4.78,18483.416
1.0,0.0,0.0,0.0,18486.988,18486.988,3.572,18486.988
0.0,0.0,0.0,0.0,18491.508,18491.508,4.52,18491.508
1.0,0.0,0.0,0.0,18494.797,18494.797,3.288,18494.797
0.0,0.0,0.0,0.0,18499.424,18499.424,4.628,18499.424
1.0,0.0,0.0,0.0,18502.744,18502.744,3.32,18502.744
0.0,0.0,0.0,0.0,18507.068,18507.068,4.324,18507.068
1.0,0.0,0.0,0.0,18510.275,18510.275,3.208,18510.275
0.0,0.0,0.0,0.0,18514.664,18514.664,4.388,18514.664
1.0,0.0,0.0,0.0,18517.855,18517.855,3.192,18517.855
0.0,0.0,0.0,0.0,18522.309,18522.309,4.452,18522.309
1.0,0.0,0.0,0.0,18525.428,18525.428,3.12,18525.428
0.0,0.0,0.0,0.0,18529.588,18529.588,4.16,18529.588
1.0,0.0,0.0,0.0,18538.668,18538.668,9.08,18538.668
0.0,0.0,0.0,0.0,18551.965,18551.965,13.296,18551.965
1.0,0.0,0.0,0.0,18555.104,18555.104,3.14,18555.104
0.0,0.0,0.0,0.0,18559.713,18559.713,4.608,18559.713
1.0,0.0,0.0,0.0,18562.977,18562.977,3.264,18562.977
0.0,0.0,0.0,0.0,18567.367,18567.367,4.392,18567.367
1.0,0.0,0.0,0.0,18570.656,18570.656,3.288,18570.656
0.0,0.0,0.0,0.0,18575.473,18575.473,4.816,18575.473
1.0,0.0,0.0,0.0,18578.924,18578.924,3.452,18578.924
0.0,0.0,0.0,0.0,18583.7,18583.7,4.776,18583.7
1.0,0.0,0.0,0.0,18587.297,18587.297,3.596,18587.297
0.0,0.0,0.0,0.0,18592.436,18592.436,5.14,18592.436
1.0,0.0,0.0,0.0,18596.283,18596.283,3.848,18596.283
0.0,0.0,0.0,0.0,18601.932,18601.932,5.648,18601.932
1.0,0.0,0.0,0.0,18605.768,18605.768,3.836,18605.768
0.0,0.0,0.0,0.0,18611.377,18611.377,5.608,18611.377
1.0,0.0,0.0,0.0,18615.363,18615.363,3.988,18615.363
0.0,0.0,0.0,0.0,18621.633,18621.633,6.268,18621.633
1.0,0.0,0.0,0.0,18625.82,18625.82,4.188,18625.82
0.0,0.0,0.0,0.0,18631.98,18631.98,6.16,18631.98
1.0,0.0,0.0,0.0,18636.217,18636.217,4.236,18636.217
0.0,0.0,0.0,0.0,18642.08,18642.08,5.864,18642.08
1.0,0.0,0.0,0.0,18646.336,18646.336,4.256,18646.336
0.0,0.0,0.0,0.0,18652.4,18652.4,6.064,18652.4
1.0,0.0,0.0,0.0,18656.371,18656.371,3.972,18656.371
0.0,0.0,0.0,0.0,18661.484,18661.484,5.112,18661.484
1.0,0.0,0.0,0.0,18665.297,18665.297,3.812,18665.297
0.0,0.0,0.0,0.0,18670.137,18670.137,4.84,18670.137
1.0,0.0,0.0,0.0,18673.527,18673.527,3.392,18673.527
0.0,0.0,0.0,0.0,18677.564,18677.564,4.036,18677.564
1.0,0.0,0.0,0.0,18680.48,18680.48,2.916,18680.48
0.0,0.0,0.0,0.0,18684.023,18684.023,3.544,18684.023
1.0,0.0,0.0,0.0,18686.656,18686.656,2.632,18686.656
0.0,0.0,0.0,0.0,18690.064,18690.064,3.408,18690.064
1.0,0.0,0.0,0.0,18692.436,18692.436,2.372,18692.436
0.0,0.0,0.0,0.0,18695.355,18695.355,2.92,18695.355
1.0,0.0,0.0,0.0,18697.596,18697.596,2.24,18697.596
0.0,0.0,0.0,0.0,18700.588,18700.588,2.992,18700.588
1.0,0.0,0.0,0.0,18702.752,18702.752,2.164,18702.752
0.0,0.0,0.0,0.0,18705.56,18705.56,2.808,18705.56
1.0,0.0,0.0,0.0,18711.572,18711.572,6.012,18711.572
0.0,0.0,0.0,0.0,18721.188,18721.188,9.616,18721.188
1.0,0.0,0.0,0.0,18723.584,18723.584,2.396,18723.584
0.0,0.0,0.0,0.0,18726.955,18726.955,3.372,18726.955
1.0,0.0,0.0,0.0,18729.633,18729.633,2.676,18729.633
0.0,0.0,0.0,0.0,18733.988,18733.988,4.356,18733.988
1.0,0.0,0.0,0.0,18737.22,18737.22,3.232,18737.22
0.0,0.0,0.0,0.0,18742.176,18742.176,4.956,18742.176
1.0,0.0,0.0,0.0,18744.977,18744.977,2.8,18744.977
