#Firmware: Speeduino 2021.09-dev
PriLevel,SecLevel,Trigger,Sync,RefTime,MaxTime,ToothTime,Time
Flag,Flag,Flag,Flag,ms,ms,ms,ms
0.0,1.0,0.0,0.0,52398.793,52398.793,2.62,52398.793
1.0,1.0,0.0,0.0,52400.746,52400.746,1.956,52400.746
0.0,1.0,0.0,0.0,52403.168,52403.168,2.42,52403.168
1.0,1.0,0.0,0.0,52405.027,52405.027,1.86,52405.027
0.0,1.0,0.0,0.0,52407.41,52407.41,2.384,52407.41
1.0,1.0,0.0,0.0,52413.555,52413.555,6.144,52413.555
0.0,1.0,0.0,0.0,52420.176,52420.176,6.62,52420.176
1.0,1.0,0.0,0.0,52422.098,52422.098,1.92,52422.098
0.0,1.0,0.0,0.0,52424.62,52424.62,2.524,52424.62
1.0,0.0,0.0,0.0,52663.906,52663.906,239.288,52663.906
0.0,0.0,0.0,0.0,52672.258,52672.258,8.348,52672.258
1.0,0.0,0.0,0.0,52674.297,52674.297,2.04,52674.297
0.0,0.0,0.0,0.0,52677.074,52677.074,2.78,52677.074
1.0,0.0,0.0,0.0,52679.246,52679.246,2.172,52679.246
0.0,0.0,0.0,0.0,52682.535,52682.535,3.288,52682.535
1.0,0.0,0.0,0.0,52684.98,52684.98,2.444,52684.98
0.0,0.0,0.0,0.0,52688.633,52688.633,3.652,52688.633
1.0,0.0,0.0,0.0,52691.46,52691.46,2.828,52691.46
0.0,0.0,0.0,0.0,52695.83,52695.83,4.368,52695.83
1.0,0.0,0.0,0.0,52698.523,52698.523,2.696,52698.523
0.0,0.0,0.0,0.0,52701.69,52701.69,3.168,52701.69
1.0,0.0,0.0,0.0,52704.22,52704.22,2.528,52704.22
0.0,0.0,0.0,0.0,52707.99,52707.99,3.768,52707.99
1.0,0.0,0.0,0.0,52710.926,52710.926,2.936,52710.926
0.0,0.0,0.0,0.0,52714.934,52714.934,4.008,52714.934
1.0,0.0,0.0,0.0,52717.59,52717.59,2.656,52717.59
0.0,0.0,0.0,0.0,52721.168,52721.168,3.58,52721.168
1.0,0.0,0.0,0.0,52724.125,52724.125,2.956,52724.125
0.0,0.0,0.0,0.0,52728.547,52728.547,4.424,52728.547
1.0,0.0,0.0,0.0,52731.344,52731.344,2.796,52731.344
0.0,0.0,0.0,0.0,52735.113,52735.113,3.768,52735.113
1.0,0.0,0.0,0.0,52737.887,52737.887,2.776,52737.887
0.0,0.0,0.0,0.0,52741.71,52741.71,3.824,52741.71
1.0,0.0,0.0,0.0,52744.543,52744.543,2.832,52744.543
0.0,0.0,0.0,0.0,52748.49,52748.49,3.944,52748.49
1.0,0.0,0.0,0.0,52751.285,52751.285,2.796,52751.285
0.0,0.0,0.0,0.0,52754.81,52754.81,3.524,52754.81
1.0,0.0,0.0,0.0,52757.38,52757.38,2.572,52757.38
0.0,0.0,0.0,0.0,52760.62,52760.62,3.24,52760.62
1.0,0.0,0.0,0.0,52763.008,52763.008,2.388,52763.008
0.0,0.0,0.0,0.0,52766.027,52766.027,3.02,52766.027
1.0,0.0,0.0,0.0,52768.24,52768.24,2.212,52768.24
0.0,0.0,0.0,0.0,52770.87,52770.87,2.632,52770.87
1.0,0.0,0.0,0.0,52772.92,52772.92,2.048,52772.92
0.0,0.0,0.0,0.0,52775.54,52775.54,2.62,52775.54
1.0,0.0,0.0,0.0,52777.535,52777.535,1.996,52777.535
0.0,0.0,0.0,0.0,52780.027,52780.027,2.492,52780.027
1.0,0.0,0.0,0.0,52781.95,52781.95,1.92,52781.95
0.0,0.0,0.0,0.0,52784.465,52784.465,2.516,52784.465
1.0,0.0,0.0,0.0,52790.668,52790.668,6.204,52790.668
0.0,0.0,0.0,0.0,52797.89,52797.89,7.224,52797.89
1.0,0.0,0.0,0.0,52799.91,52799.91,2.02,52799.91
1.0,1.0,1.0,0.0,52800.54,52800.54,0.628,52800.54
0.0,1.0,0.0,0.0,52802.625,52802.625,2.084,52802.625
1.0,1.0,0.0,0.0,52804.773,52804.773,2.148,52804.773
0.0,1.0,0.0,0.0,52807.74,52807.74,2.968,52807.74
1.0,1.0,0.0,0.0,52810.086,52810.086,2.344,52810.086
0.0,1.0,0.0,0.0,52813.57,52813.57,3.488,52813.57
1.0,1.0,0.0,0.0,52816.273,52816.273,2.7,52816.273
0.0,1.0,0.0,0.0,52820.24,52820.24,3.968,52820.24
1.0,1.0,0.0,0.0,52823.28,52823.28,3.04,52823.28
0.0,1.0,0.0,0.0,52826.625,52826.625,3.344,52826.625
1.0,1.0,0.0,0.0,52829.188,52829.188,2.564,52829.188
0.0,1.0,0.0,0.0,52832.625,52832.625,3.436,52832.625
1.0,1.0,0.0,0.0,52835.31,52835.31,2.684,52835.31
0.0,1.0,0.0,0.0,52839.61,52839.61,4.3,52839.61
1.0,1.0,0.0,0.0,52842.434,52842.434,2.824,52842.434
0.0,1.0,0.0,0.0,52845.86,52845.86,3.428,52845.86
1.0,1.0,0.0,0.0,52848.637,52848.637,2.776,52848.637
0.0,1.0,0.0,0.0,52852.508,52852.508,3.872,52852.508
1.0,1.0,0.0,0.0,52855.54,52855.54,3.032,52855.54
0.0,1.0,0.0,0.0,52859.438,52859.438,3.896,52859.438
1.0,1.0,0.0,0.0,52862.246,52862.246,2.812,52862.246
0.0,1.0,0.0,0.0,52865.805,52865.805,3.556,52865.805
1.0,1.0,0.0,0.0,52868.51,52868.51,2.708,52868.51
0.0,1.0,0.0,0.0,52872.027,52872.027,3.516,52872.027
1.0,1.0,0.0,0.0,52874.68,52874.68,2.652,52874.68
0.0,1.0,0.0,0.0,52878.19,52878.19,3.512,52878.19
1.0,1.0,0.0,0.0,52880.65,52880.65,2.456,52880.65
0.0,1.0,0.0,0.0,52883.688,52883.688,3.04,52883.688
1.0,1.0,0.0,0.0,52885.965,52885.965,2.276,52885.965
0.0,1.0,0.0,0.0,52888.902,52888.902,2.94,52888.902
1.0,1.0,0.0,0.0,52891.07,52891.07,2.168,52891.07
0.0,1.0,0.0,0.0,52893.766,52893.766,2.692,52893.766
1.0,1.0,0.0,0.0,52895.79,52895.79,2.024,52895.79
0.0,1.0,0.0,0.0,52898.37,52898.37,2.584,52898.37
1.0,1.0,0.0,0.0,52900.37,52900.37,2.0,52900.37
0.0,1.0,0.0,0.0,52902.99,52902.99,2.616,52902.99
1.0,1.0,0.0,0.0,52904.914,52904.914,1.928,52904.914
0.0,1.0,0.0,0.0,52907.344,52907.344,2.428,52907.344
1.0,1.0,0.0,0.0,52913.855,52913.855,6.512,52913.855
0.0,1.0,0.0,0.0,52921.0,52921.0,7.144,52921.0
1.0,1.0,0.0,0.0,52923.02,52923.02,2.02,52923.02
0.0,1.0,0.0,0.0,52925.992,52925.992,2.972,52925.992
1.0,1.0,0.0,0.0,52928.2,52928.2,2.208,52928.2
0.0,1.0,0.0,0.0,52931.246,52931.246,3.048,52931.246
1.0,1.0,0.0,0.0,52933.664,52933.664,2.416,52933.664
0.0,1.0,0.0,0.0,52937.426,52937.426,3.76,52937.426
1.0,1.0,0.0,0.0,52940.28,52940.28,2.856,52940.28
0.0,1.0,0.0,0.0,52944.51,52944.51,4.232,52944.51
1.0,1.0,0.0,0.0,52947.13,52947.13,2.616,52947.13
0.0,1.0,0.0,0.0,52950.344,52950.344,3.216,52950.344
1.0,1.0,0.0,0.0,52952.867,52952.867,2.524,52952.867
0.0,1.0,0.0,0.0,52956.81,52956.81,3.94,52956.81
1.0,1.0,0.0,0.0,52959.812,52959.812,3.004,52959.812
0.0,1.0,0.0,0.0,52963.5,52963.5,3.688,52963.5
1.0,1.0,0.0,0.0,52966.023,52966.023,2.524,52966.023
0.0,1.0,0.0,0.0,52969.883,52969.883,3.86,52969.883
1.0,1.0,0.0,0.0,52972.79,52972.79,2.904,52972.79
0.0,1.0,0.0,0.0,52977.0,52977.0,4.212,52977.0
1.0,1.0,0.0,0.0,52979.66,52979.66,2.66,52979.66
0.0,1.0,0.0,0.0,52983.234,52983.234,3.576,52983.234
1.0,1.0,0.0,0.0,52986.055,52986.055,2.82,52986.055
0.0,1.0,0.0,0.0,52990.137,52990.137,4.08,52990.137
1.0,1.0,0.0,0.0,52993.062,52993.062,2.928,52993.062
0.0,1.0,0.0,0.0,52996.83,52996.83,3.764,52996.83
1.0,1.0,0.0,0.0,52999.68,52999.68,2.852,52999.68
0.0,1.0,0.0,0.0,53003.387,53003.387,3.708,53003.387
1.0,1.0,0.0,0.0,53006.062,53006.062,2.676,53006.062
0.0,1.0,0.0,0.0,53009.27,53009.27,3.204,53009.27
1.0,1.0,0.0,0.0,53011.73,53011.73,2.464,53011.73
0.0,1.0,0.0,0.0,53014.707,53014.707,2.976,53014.707
1.0,1.0,0.0,0.0,53016.97,53016.97,2.26,53016.97
0.0,1.0,0.0,0.0,53019.895,53019.895,2.928,53019.895
1.0,1.0,0.0,0.0,53022.035,53022.035,2.14,53022.035
0.0,1.0,0.0,0.0,53024.652,53024.652,2.616,53024.652
1.0,1.0,0.0,0.0,53026.66,53026.66,2.008,53026.66
0.0,1.0,0.0,0.0,53029.36,53029.36,2.7,53029.36
1.0,1.0,0.0,0.0,53031.336,53031.336,1.976,53031.336
0.0,1.0,0.0,0.0,53033.89,53033.89,2.556,53033.89
1.0,1.0,0.0,0.0,53039.473,53039.473,5.58,53039.473
0.0,1.0,0.0,0.0,53048.1,53048.1,8.628,53048.1
1.0,1.0,0.0,0.0,53050.223,53050.223,2.124,53050.223
0.0,1.0,0.0,0.0,53053.105,53053.105,2.88,53053.105
1.0,1.0,0.0,0.0,53055.387,53055.387,2.284,53055.387
0.0,1.0,0.0,0.0,53058.785,53058.785,3.396,53058.785
1.0,0.0,0.0,0.0,55726.047,55726.047,2667.264,55726.047
0.0,0.0,0.0,0.0,55729.95,55729.95,3.9,55729.95
1.0,0.0,0.0,0.0,55732.88,55732.88,2.932,55732.88
0.0,0.0,0.0,0.0,55736.797,55736.797,3.916,55736.797
1.0,0.0,0.0,0.0,55739.34,55739.34,2.544,55739.34
0.0,0.0,0.0,0.0,55742.71,55742.71,3.372,55742.71
1.0,0.0,0.0,0.0,55745.254,55745.254,2.54,55745.254
0.0,0.0,0.0,0.0,55749.24,55749.24,3.988,55749.24
1.0,0.0,0.0,0.0,55752.27,55752.27,3.028,55752.27
0.0,0.0,0.0,0.0,55755.9,55755.9,3.632,55755.9
1.0,0.0,0.0,0.0,55758.555,55758.555,2.656,55758.555
0.0,0.0,0.0,0.0,55762.363,55762.363,3.808,55762.363
1.0,0.0,0.0,0.0,55765.46,55765.46,3.096,55765.46
0.0,0.0,0.0,0.0,55769.55,55769.55,4.092,55769.55
1.0,0.0,0.0,0.0,55772.324,55772.324,2.772,55772.324
0.0,0.0,0.0,0.0,55776.215,55776.215,3.892,55776.215
1.0,0.0,0.0,0.0,55779.09,55779.09,2.872,55779.09
0.0,0.0,0.0,0.0,55783.08,55783.08,3.992,55783.08
1.0,0.0,0.0,0.0,55786.055,55786.055,2.976,55786.055
0.0,0.0,0.0,0.0,55790.05,55790.05,3.996,55790.05
1.0,0.0,0.0,0.0,55792.84,55792.84,2.788,55792.84
0.0,0.0,0.0,0.0,55796.383,55796.383,3.544,55796.383
1.0,0.0,0.0,0.0,55798.883,55798.883,2.5,55798.883
0.0,0.0,0.0,0.0,55802.176,55802.176,3.292,55802.176
1.0,0.0,0.0,0.0,55804.492,55804.492,2.316,55804.492
0.0,0.0,0.0,0.0,55807.516,55807.516,3.024,55807.516
1.0,0.0,0.0,0.0,55809.742,55809.742,2.228,55809.742
0.0,0.0,0.0,0.0,55812.39,55812.39,2.648,55812.39
1.0,0.0,0.0,0.0,55814.473,55814.473,2.08,55814.473
0.0,0.0,0.0,0.0,55817.15,55817.15,2.676,55817.15
1.0,0.0,0.0,0.0,55819.145,55819.145,1.996,55819.145
0.0,0.0,0.0,0.0,55821.67,55821.67,2.528,55821.67
1.0,0.0,0.0,0.0,55823.63,55823.63,1.956,55823.63
0.0,0.0,0.0,0.0,55826.156,55826.156,2.528,55826.156
1.0,0.0,0.0,0.0,55832.77,55832.77,6.612,55832.77
0.0,0.0,0.0,0.0,55839.914,55839.914,7.148,55839.914
1.0,0.0,0.0,0.0,55842.016,55842.016,2.1,55842.016
1.0,1.0,1.0,0.0,55843.7,55843.7,1.684,55843.7
0.0,1.0,0.0,0.0,55844.82,55844.82,1.12,55844.82
1.0,1.0,0.0,0.0,55847.06,55847.06,2.24,55847.06
0.0,1.0,0.0,0.0,55850.176,55850.176,3.116,55850.176
1.0,1.0,0.0,0.0,55852.633,55852.633,2.456,55852.633
0.0,1.0,0.0,0.0,55856.367,55856.367,3.736,55856.367
1.0,1.0,0.0,0.0,55859.24,55859.24,2.872,55859.24
0.0,1.0,0.0,0.0,55863.363,55863.363,4.124,55863.363
1.0,1.0,0.0,0.0,55866.055,55866.055,2.692,55866.055
0.0,1.0,0.0,0.0,55869.215,55869.215,3.16,55869.215
1.0,1.0,0.0,0.0,55871.74,55871.74,2.524,55871.74
0.0,1.0,0.0,0.0,55875.53,55875.53,3.792,55875.53
1.0,1.0,0.0,0.0,55878.438,55878.438,2.904,55878.438
0.0,1.0,0.0,0.0,55882.39,55882.39,3.956,55882.39
1.0,1.0,0.0,0.0,55885.062,55885.062,2.672,55885.062
0.0,1.0,0.0,0.0,55888.71,55888.71,3.648,55888.71
1.0,1.0,0.0,0.0,55891.65,55891.65,2.936,55891.65
0.0,1.0,0.0,0.0,55895.79,55895.79,4.14,55895.79
1.0,1.0,0.0,0.0,55898.61,55898.61,2.82,55898.61
0.0,1.0,0.0,0.0,55902.31,55902.31,3.7,55902.31
1.0,1.0,0.0,0.0,55905.125,55905.125,2.816,55905.125
0.0,1.0,0.0,0.0,55908.973,55908.973,3.848,55908.973
1.0,1.0,0.0,0.0,55911.836,55911.836,2.864,55911.836
0.0,1.0,0.0,0.0,55915.64,55915.64,3.804,55915.64
1.0,1.0,0.0,0.0,55918.44,55918.44,2.8,55918.44
0.0,1.0,0.0,0.0,55922.188,55922.188,3.748,55922.188
1.0,1.0,0.0,0.0,55924.77,55924.77,2.58,55924.77
0.0,1.0,0.0,0.0,55928.004,55928.004,3.236,55928.004
1.0,1.0,0.0,0.0,55930.375,55930.375,2.372,55930.375
0.0,1.0,0.0,0.0,55933.504,55933.504,3.128,55933.504
1.0,1.0,0.0,0.0,55935.742,55935.742,2.24,55935.742
0.0,1.0,0.0,0.0,55938.555,55938.555,2.812,55938.555
1.0,1.0,0.0,0.0,55940.656,55940.656,2.1,55940.656
0.0,1.0,0.0,0.0,55943.375,55943.375,2.72,55943.375
1.0,1.0,0.0,0.0,55945.434,55945.434,2.056,55945.434
0.0,1.0,0.0,0.0,55948.164,55948.164,2.732,55948.164
1.0,1.0,0.0,0.0,55950.152,55950.152,1.988,55950.152
0.0,1.0,0.0,0.0,55952.69,55952.69,2.54,55952.69
1.0,1.0,0.0,0.0,55959.215,55959.215,6.524,55959.215
0.0,1.0,0.0,0.0,55966.977,55966.977,7.76,55966.977
1.0,1.0,0.0,0.0,55969.113,55969.113,2.136,55969.113
0.0,1.0,0.0,0.0,55972.246,55972.246,3.136,55972.246
1.0,1.0,0.0,0.0,55974.61,55974.61,2.36,55974.61
0.0,1.0,0.0,0.0,55977.95,55977.95,3.34,55977.95
1.0,1.0,0.0,0.0,55980.504,55980.504,2.556,55980.504
0.0,1.0,0.0,0.0,55984.605,55984.605,4.1,55984.605
1.0,1.0,0.0,0.0,55987.625,55987.625,3.02,55987.625
0.0,1.0,0.0,0.0,55991.13,55991.13,3.504,55991.13
1.0,1.0,0.0,0.0,55993.516,55993.516,2.388,55993.516
0.0,1.0,0.0,0.0,55996.883,55996.883,3.368,55996.883
1.0,1.0,0.0,0.0,55999.664,55999.664,2.78,55999.664
0.0,1.0,0.0,0.0,56003.957,56003.957,4.292,56003.957
1.0,1.0,0.0,0.0,56006.69,56006.69,2.736,56006.69
0.0,1.0,0.0,0.0,56009.97,56009.97,3.276,56009.97
1.0,1.0,0.0,0.0,56012.68,56012.68,2.712,56012.68
0.0,1.0,0.0,0.0,56016.957,56016.957,4.276,56016.957
1.0,1.0,0.0,0.0,56019.94,56019.94,2.984,56019.94
0.0,1.0,0.0,0.0,56023.527,56023.527,3.588,56023.527
1.0,1.0,0.0,0.0,56026.24,56026.24,2.712,56026.24
0.0,1.0,0.0,0.0,56030.117,56030.117,3.876,56030.117
1.0,1.0,0.0,0.0,56033.14,56033.14,3.024,56033.14
0.0,1.0,0.0,0.0,56037.246,56037.246,4.108,56037.246
1.0,1.0,0.0,0.0,56040.09,56040.09,2.84,56040.09
0.0,1.0,0.0,0.0,56043.566,56043.566,3.48,56043.566
1.0,1.0,0.0,0.0,56046.285,56046.285,2.716,56046.285
0.0,1.0,0.0,0.0,56049.785,56049.785,3.5,56049.785
1.0,1.0,0.0,0.0,56052.367,56052.367,2.584,56052.367
0.0,1.0,0.0,0.0,56055.473,56055.473,3.104,56055.473
1.0,1.0,0.0,0.0,56057.85,56057.85,2.38,56057.85
0.0,1.0,0.0,0.0,56060.74,56060.74,2.888,56060.74
1.0,1.0,0.0,0.0,56062.96,56062.96,2.22,56062.96
0.0,1.0,0.0,0.0,56065.85,56065.85,2.892,56065.85
1.0,1.0,0.0,0.0,56067.94,56067.94,2.088,56067.94
0.0,1.0,0.0,0.0,56070.527,56070.527,2.588,56070.527
1.0,1.0,0.0,0.0,56072.523,56072.523,1.996,56072.523
0.0,1.0,0.0,0.0,56075.215,56075.215,2.692,56075.215
1.0,1.0,0.0,0.0,56077.19,56077.19,1.976,56077.19
0.0,1.0,0.0,0.0,56079.72,56079.72,2.528,56079.72
1.0,1.0,0.0,0.0,56084.87,56084.87,5.152,56084.87
0.0,1.0,0.0,0.0,56093.89,56093.89,9.02,56093.89
1.0,1.0,0.0,0.0,56096.016,56096.016,2.124,56096.016
0.0,1.0,0.0,0.0,56098.91,56098.91,2.896,56098.91
1.0,1.0,0.0,0.0,56101.184,56101.184,2.272,56101.184
0.0,1.0,0.0,0.0,56104.598,56104.598,3.412,56104.598
1.0,1.0,0.0,0.0,56107.168,56107.168,2.572,56107.168
0.0,1.0,0.0,0.0,56111.043,56111.043,3.876,56111.043
1.0,1.0,0.0,0.0,56114.0,56114.0,2.956,56114.0
0.0,1.0,0.0,0.0,56117.91,56117.91,3.912,56117.91
1.0,1.0,0.0,0.0,56120.363,56120.363,2.452,56120.363
0.0,1.0,0.0,0.0,56123.7,56123.7,3.336,56123.7
MARK 000
0.0,0.0,0.0,0.0,58789.855,58789.855,2666.156,58789.855
1.0,0.0,0.0,0.0,58792.86,58792.86,3.004,58792.86
0.0,0.0,0.0,0.0,58796.55,58796.55,3.692,58796.55
1.0,0.0,0.0,0.0,58798.977,58798.977,2.424,58798.977
0.0,0.0,0.0,0.0,58802.445,58802.445,3.468,58802.445
1.0,0.0,0.0,0.0,58805.035,58805.035,2.592,58805.035
0.0,0.0,0.0,0.0,58809.1,58809.1,4.064,58809.1
1.0,0.0,0.0,0.0,58811.938,58811.938,2.836,58811.938
0.0,0.0,0.0,0.0,58815.52,58815.52,3.584,58815.52
1.0,0.0,0.0,0.0,58818.23,58818.23,2.712,58818.23
0.0,0.0,0.0,0.0,58822.305,58822.305,4.072,58822.305
1.0,0.0,0.0,0.0,58825.23,58825.23,2.928,58825.23
0.0,0.0,0.0,0.0,58829.004,58829.004,3.772,58829.004
