#Firmware: Speeduino 2021.09-dev
PriLevel,SecLevel,Trigger,Sync,RefTime,MaxTime,ToothTime,Time
Flag,Flag,Flag,Flag,ms,ms,ms,ms
0.0,0.0,0.0,1.0,562435.06,562435.06,7.456,562435.06
1.0,0.0,0.0,1.0,562492.1,562492.1,57.076,562492.1
0.0,0.0,0.0,1.0,562527.94,562527.94,35.796,562527.94
0.0,1.0,1.0,1.0,562577.25,562577.25,49.304,562577.25
1.0,1.0,0.0,1.0,562584.94,562584.94,7.696,562584.94
0.0,1.0,0.0,1.0,562620.75,562620.75,35.8,562620.75
0.0,0.0,1.0,1.0,562649.8,562649.8,29.092,562649.8
1.0,0.0,0.0,1.0,562677.7,562677.7,27.868,562677.7
0.0,0.0,0.0,1.0,562713.56,562713.56,35.864,562713.56
0.0,1.0,1.0,1.0,562762.9,562762.9,49.284,562762.9
1.0,1.0,0.0,1.0,562770.56,562770.56,7.704,562770.56
1.0,0.0,1.0,1.0,562799.0,562799.0,28.416,562799.0
0.0,0.0,0.0,1.0,562806.44,562806.44,7.456,562806.44
1.0,0.0,0.0,1.0,562863.44,562863.44,57.024,562863.44
0.0,0.0,0.0,1.0,562899.3,562899.3,35.844,562899.3
0.0,1.0,1.0,1.0,562948.6,562948.6,49.3,562948.6
1.0,1.0,0.0,1.0,562956.3,562956.3,7.712,562956.3
0.0,1.0,0.0,1.0,562992.2,562992.2,35.864,562992.2
0.0,0.0,1.0,1.0,563021.25,563021.25,29.108,563021.25
1.0,0.0,0.0,1.0,563049.2,563049.2,27.908,563049.2
0.0,0.0,0.0,1.0,563085.06,563085.06,35.9,563085.06
0.0,1.0,1.0,1.0,563134.44,563134.44,49.328,563134.44
1.0,1.0,0.0,1.0,563142.1,563142.1,7.732,563142.1
1.0,0.0,1.0,1.0,563170.6,563170.6,28.5,563170.6
0.0,0.0,0.0,1.0,563178.1,563178.1,7.46,563178.1
1.0,0.0,0.0,1.0,563235.2,563235.2,57.088,563235.2
0.0,0.0,0.0,1.0,563271.06,563271.06,35.888,563271.06
0.0,1.0,1.0,1.0,563320.5,563320.5,49.416,563320.5
1.0,1.0,0.0,1.0,563328.25,563328.25,7.736,563328.25
0.0,1.0,0.0,1.0,563364.1,563364.1,35.9,563364.1
0.0,0.0,1.0,1.0,563393.3,563393.3,29.148,563393.3
1.0,0.0,0.0,1.0,563421.25,563421.25,27.944,563421.25
0.0,0.0,0.0,1.0,563457.2,563457.2,35.936,563457.2
0.0,1.0,1.0,1.0,563506.56,563506.56,49.408,563506.56
1.0,1.0,0.0,1.0,563514.3,563514.3,7.728,563514.3
1.0,0.0,1.0,1.0,563542.8,563542.8,28.496,563542.8
0.0,0.0,0.0,1.0,563550.25,563550.25,7.48,563550.25
1.0,0.0,0.0,1.0,563607.4,563607.4,57.068,563607.4
0.0,0.0,0.0,1.0,563643.25,563643.25,35.896,563643.25
0.0,1.0,1.0,1.0,563692.6,563692.6,49.364,563692.6
1.0,1.0,0.0,1.0,563700.3,563700.3,7.708,563700.3
0.0,1.0,0.0,1.0,563736.2,563736.2,35.876,563736.2
0.0,0.0,1.0,1.0,563765.4,563765.4,29.156,563765.4
1.0,0.0,0.0,1.0,563793.25,563793.25,27.896,563793.25
0.0,0.0,0.0,1.0,563829.1,563829.1,35.868,563829.1
0.0,1.0,1.0,1.0,563878.44,563878.44,49.344,563878.44
1.0,1.0,0.0,1.0,563886.2,563886.2,7.744,563886.2
1.0,0.0,1.0,1.0,563914.7,563914.7,28.508,563914.7
0.0,0.0,0.0,1.0,563922.2,563922.2,7.472,563922.2
1.0,0.0,0.0,1.0,563979.2,563979.2,57.032,563979.2
0.0,0.0,0.0,1.0,564015.06,564015.06,35.884,564015.06
0.0,1.0,1.0,1.0,564064.44,564064.44,49.368,564064.44
1.0,1.0,0.0,1.0,564072.2,564072.2,7.716,564072.2
0.0,1.0,0.0,1.0,564108.06,564108.06,35.856,564108.06
0.0,0.0,1.0,1.0,564137.2,564137.2,29.132,564137.2
1.0,0.0,0.0,1.0,564165.06,564165.06,27.892,564165.06
0.0,0.0,0.0,1.0,564200.94,564200.94,35.864,564200.94
0.0,1.0,1.0,1.0,564250.3,564250.3,49.376,564250.3
1.0,1.0,0.0,1.0,564258.0,564258.0,7.728,564258.0
1.0,0.0,1.0,1.0,564286.5,564286.5,28.484,564286.5
0.0,0.0,0.0,1.0,564294.0,564294.0,7.468,564294.0
1.0,0.0,0.0,1.0,564351.06,564351.06,57.056,564351.06
0.0,0.0,0.0,1.0,564386.9,564386.9,35.852,564386.9
0.0,1.0,1.0,1.0,564436.25,564436.25,49.356,564436.25
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,0.0,0.0,0.0,0.0,564436.25,-564436.25,0.0
0.0,1.0,1.0,1.0,564622.7,564622.7,564622.7,564622.7
1.0,1.0,0.0,1.0,564630.44,564630.44,7.748,564630.44
1.0,0.0,1.0,1.0,564659.0,564659.0,28.532,564659.0
0.0,0.0,0.0,1.0,564666.5,564666.5,7.476,564666.5
1.0,0.0,0.0,1.0,564723.56,564723.56,57.104,564723.56
0.0,0.0,0.0,1.0,564759.44,564759.44,35.884,564759.44
0.0,1.0,1.0,1.0,564808.8,564808.8,49.372,564808.8
1.0,1.0,0.0,1.0,564816.56,564816.56,7.72,564816.56
0.0,1.0,0.0,1.0,564852.44,564852.44,35.856,564852.44
0.0,0.0,1.0,1.0,564881.56,564881.56,29.152,564881.56
1.0,0.0,0.0,1.0,564909.5,564909.5,27.92,564909.5
0.0,0.0,0.0,1.0,564945.44,564945.44,35.948,564945.44
0.0,1.0,1.0,1.0,564994.8,564994.8,49.396,564994.8
1.0,1.0,0.0,1.0,565002.56,565002.56,7.732,565002.56
1.0,0.0,1.0,1.0,565031.06,565031.06,28.504,565031.06
0.0,0.0,0.0,1.0,565038.5,565038.5,7.464,565038.5
1.0,0.0,0.0,1.0,565095.7,565095.7,57.164,565095.7
0.0,0.0,0.0,1.0,565131.56,565131.56,35.888,565131.56
0.0,1.0,1.0,1.0,565181.0,565181.0,49.404,565181.0
1.0,1.0,0.0,1.0,565188.7,565188.7,7.712,565188.7
0.0,1.0,0.0,1.0,565224.56,565224.56,35.9,565224.56
0.0,0.0,1.0,1.0,565253.75,565253.75,29.18,565253.75
1.0,0.0,0.0,1.0,565281.7,565281.7,27.92,565281.7
0.0,0.0,0.0,1.0,565317.6,565317.6,35.92,565317.6
0.0,1.0,1.0,1.0,565367.0,565367.0,49.372,565367.0
1.0,1.0,0.0,1.0,565374.7,565374.7,7.724,565374.7
1.0,0.0,1.0,1.0,565403.25,565403.25,28.552,565403.25
0.0,0.0,0.0,1.0,565410.75,565410.75,7.476,565410.75
1.0,0.0,0.0,1.0,565467.94,565467.94,57.22,565467.94
0.0,0.0,0.0,1.0,565503.94,565503.94,35.964,565503.94
0.0,1.0,1.0,1.0,565553.4,565553.4,49.44,565553.4
1.0,1.0,0.0,1.0,565561.06,565561.06,7.72,565561.06
0.0,1.0,0.0,1.0,565597.06,565597.06,35.96,565597.06
0.0,0.0,1.0,1.0,565626.25,565626.25,29.24,565626.25
1.0,0.0,0.0,1.0,565654.25,565654.25,27.996,565654.25
0.0,0.0,0.0,1.0,565690.3,565690.3,36.04,565690.3
0.0,1.0,1.0,1.0,565739.8,565739.8,49.52,565739.8
1.0,1.0,0.0,1.0,565747.56,565747.56,7.756,565747.56
1.0,0.0,1.0,1.0,565776.25,565776.25,28.636,565776.25
0.0,0.0,0.0,1.0,565783.75,565783.75,7.5,565783.75
1.0,0.0,0.0,1.0,565841.06,565841.06,57.348,565841.06
0.0,0.0,0.0,1.0,565877.06,565877.06,35.996,565877.06
0.0,1.0,1.0,1.0,565926.6,565926.6,49.532,565926.6
1.0,1.0,0.0,1.0,565934.3,565934.3,7.708,565934.3
0.0,1.0,0.0,1.0,565970.25,565970.25,35.96,565970.25
0.0,0.0,1.0,1.0,565999.56,565999.56,29.26,565999.56
1.0,0.0,0.0,1.0,566027.5,566027.5,27.952,566027.5
0.0,0.0,0.0,1.0,566063.44,566063.44,35.976,566063.44
0.0,1.0,1.0,1.0,566112.94,566112.94,49.48,566112.94
1.0,1.0,0.0,1.0,566120.7,566120.7,7.74,566120.7
1.0,0.0,1.0,1.0,566149.2,566149.2,28.536,566149.2
0.0,0.0,0.0,1.0,566156.7,566156.7,7.488,566156.7
1.0,0.0,0.0,1.0,566213.94,566213.94,57.204,566213.94
0.0,0.0,0.0,1.0,566249.9,566249.9,35.968,566249.9
0.0,1.0,1.0,1.0,566299.4,566299.4,49.468,566299.4
1.0,1.0,0.0,1.0,566307.06,566307.06,7.704,566307.06
0.0,1.0,0.0,1.0,566343.0,566343.0,35.98,566343.0
0.0,0.0,1.0,1.0,566372.25,566372.25,29.216,566372.25
1.0,0.0,0.0,1.0,566400.2,566400.2,27.948,566400.2
0.0,0.0,0.0,1.0,566436.25,566436.25,36.028,566436.25
0.0,1.0,1.0,1.0,566485.7,566485.7,49.472,566485.7
1.0,1.0,0.0,1.0,566493.44,566493.44,7.764,566493.44
1.0,0.0,1.0,1.0,566522.06,566522.06,28.588,566522.06
0.0,0.0,0.0,1.0,566529.56,566529.56,7.488,566529.56
1.0,0.0,0.0,1.0,566586.9,566586.9,57.36,566586.9
0.0,0.0,0.0,1.0,566622.94,566622.94,36.044,566622.94
0.0,1.0,1.0,1.0,566672.5,566672.5,49.584,566672.5
1.0,1.0,0.0,1.0,566680.25,566680.25,7.736,566680.25
0.0,1.0,0.0,1.0,566716.25,566716.25,35.972,566716.25
0.0,0.0,1.0,1.0,566745.5,566745.5,29.248,566745.5
1.0,0.0,0.0,1.0,566773.44,566773.44,27.936,566773.44
0.0,0.0,0.0,1.0,566809.44,566809.44,36.02,566809.44
0.0,1.0,1.0,1.0,566858.94,566858.94,49.508,566858.94
1.0,1.0,0.0,1.0,566866.7,566866.7,7.748,566866.7
1.0,0.0,1.0,1.0,566895.25,566895.25,28.576,566895.25
0.0,0.0,0.0,1.0,566902.75,566902.75,7.504,566902.75
1.0,0.0,0.0,1.0,566960.06,566960.06,57.264,566960.06
0.0,0.0,0.0,1.0,566996.06,566996.06,36.02,566996.06
0.0,1.0,1.0,1.0,567045.56,567045.56,49.536,567045.56
1.0,1.0,0.0,1.0,567053.3,567053.3,7.72,567053.3
0.0,1.0,0.0,1.0,567089.4,567089.4,36.036,567089.4
0.0,0.0,1.0,1.0,567118.6,567118.6,29.252,567118.6
1.0,0.0,0.0,1.0,567146.56,567146.56,27.956,567146.56
0.0,0.0,0.0,1.0,567182.6,567182.6,36.064,567182.6
0.0,1.0,1.0,1.0,567232.1,567232.1,49.528,567232.1
1.0,1.0,0.0,1.0,567239.9,567239.9,7.74,567239.9
1.0,0.0,1.0,1.0,567268.44,567268.44,28.572,567268.44
0.0,0.0,0.0,1.0,567275.94,567275.94,7.484,567275.94
1.0,0.0,0.0,1.0,567333.25,567333.25,57.28,567333.25
0.0,0.0,0.0,1.0,567369.2,567369.2,35.944,567369.2
0.0,1.0,1.0,1.0,567418.7,567418.7,49.496,567418.7
1.0,1.0,0.0,1.0,567426.44,567426.44,7.752,567426.44
0.0,1.0,0.0,1.0,567462.4,567462.4,35.98,567462.4
0.0,0.0,1.0,1.0,567491.56,567491.56,29.196,567491.56
1.0,0.0,0.0,1.0,567519.56,567519.56,27.948,567519.56
0.0,0.0,0.0,1.0,567555.56,567555.56,36.02,567555.56
0.0,1.0,1.0,1.0,567605.1,567605.1,49.544,567605.1
1.0,1.0,0.0,1.0,567612.9,567612.9,7.748,567612.9
1.0,0.0,1.0,1.0,567641.44,567641.44,28.584,567641.44
0.0,0.0,0.0,1.0,567648.94,567648.94,7.496,567648.94
1.0,0.0,0.0,1.0,567706.25,567706.25,57.328,567706.25
0.0,0.0,0.0,1.0,567742.25,567742.25,35.992,567742.25
0.0,1.0,1.0,1.0,567791.9,567791.9,49.624,567791.9
1.0,1.0,0.0,1.0,567799.56,567799.56,7.708,567799.56
0.0,1.0,0.0,1.0,567835.56,567835.56,36.008,567835.56
0.0,0.0,1.0,1.0,567864.8,567864.8,29.22,567864.8
1.0,0.0,0.0,1.0,567892.75,567892.75,27.968,567892.75
0.0,0.0,0.0,1.0,567928.75,567928.75,35.992,567928.75
0.0,1.0,1.0,1.0,567978.3,567978.3,49.544,567978.3
1.0,1.0,0.0,1.0,567986.06,567986.06,7.728,567986.06
1.0,0.0,1.0,1.0,568014.6,568014.6,28.568,568014.6
0.0,0.0,0.0,1.0,568022.1,568022.1,7.508,568022.1
1.0,0.0,0.0,1.0,568079.4,568079.4,57.28,568079.4
0.0,0.0,0.0,1.0,568115.44,568115.44,36.024,568115.44
0.0,1.0,1.0,1.0,568164.94,568164.94,49.528,568164.94
1.0,1.0,0.0,1.0,568172.7,568172.7,7.74,568172.7
0.0,1.0,0.0,1.0,568208.7,568208.7,36.02,568208.7
0.0,0.0,1.0,1.0,568237.94,568237.94,29.232,568237.94
1.0,0.0,0.0,1.0,568265.94,568265.94,27.992,568265.94
0.0,0.0,0.0,1.0,568301.94,568301.94,36.008,568301.94
0.0,1.0,1.0,1.0,568351.56,568351.56,49.596,568351.56
1.0,1.0,0.0,1.0,568359.25,568359.25,7.732,568359.25
1.0,0.0,1.0,1.0,568387.9,568387.9,28.588,568387.9
0.0,0.0,0.0,1.0,568395.4,568395.4,7.5,568395.4
1.0,0.0,0.0,1.0,568452.75,568452.75,57.408,568452.75
0.0,0.0,0.0,1.0,568488.8,568488.8,36.024,568488.8
0.0,1.0,1.0,1.0,568538.44,568538.44,49.624,568538.44
MARK 000
